"","D_KL","Pval","Qval"
"CG1161",2.24263044271492,0.00951152740784921,0.778415283343189
"mRpL3",2.24243848781254,0.00951242508866228,0.778415283343189
"Pex23",2.24292392822212,0.00951662404144374,0.778415283343189
"Hs2st",2.24201029454746,0.00952641655247455,0.778415283343189
"CG14232",2.24189722239764,0.00953292567491509,0.778415283343189
"GlyS",2.24178788595289,0.00954037470060551,0.778415283343189
"412{}1368",2.24490529434415,0.0098038627820107,0.778415283343189
"CG32066",2.23944996500067,0.0100702216553563,0.778415283343189
"CG1371",2.24726355434928,0.0112090836951007,0.778415283343189
"CG11858",2.237652453765,0.0113448490560951,0.778415283343189
"CG42271",2.24748853680553,0.0114377042837024,0.778415283343189
"Sgt",2.23726958576563,0.0117679415545808,0.778415283343189
"sds22",2.24863533076292,0.0129197816893243,0.778415283343189
"PKD",2.17177336912423,0.0133136966454121,0.778415283343189
"CG4390",2.23610576732281,0.0134495140666838,0.778415283343189
"Ror",2.02007792010661,0.0140610355426411,0.778415283343189
"Kap-alpha3",1.99063249524556,0.0146145031800479,0.778415283343189
"roo{}25",2.24986931926992,0.0151340262026152,0.778415283343189
"CG44243",2.23517456498472,0.0152472841473407,0.778415283343189
"Vamp7",2.23503137901939,0.015559337821917,0.778415283343189
"CG4957",2.16836246642789,0.0158525043714717,0.778415283343189
"Marc",2.25054824476846,0.01661818460482,0.778415283343189
"sol",2.23440107944385,0.0170412778881253,0.778415283343189
"CG3348",2.25115674228095,0.0180935614433353,0.778415283343189
"Rpn5",2.25148894371129,0.0189515198986256,0.778415283343189
"Pis",2.20959495838438,0.0193061331980576,0.778415283343189
"Rbcn-3A",1.79966877718671,0.019559430414629,0.778415283343189
"CG9395",1.84147997351409,0.0203286940846288,0.778415283343189
"CG3309",2.02643041071449,0.0217845782375391,0.778415283343189
"PAN2",2.22172034121436,0.0221579169569401,0.778415283343189
"mRpL28",2.23188651913214,0.0244516862872369,0.778415283343189
"Cp1",1.84698989034497,0.0253797384118394,0.778415283343189
"28SrRNA-Psi:CR45848",2.2312826055977,0.026525664671627,0.778415283343189
"Sbf",1.63326575164905,0.0265472910865301,0.778415283343189
"Pdhb",2.25412804750473,0.026801870876407,0.778415283343189
"beag",2.15369638317953,0.0269755475445147,0.778415283343189
"Fdx2",2.25429173253302,0.0273417466382572,0.778415283343189
"Tor",2.25454182180919,0.0281801452629423,0.778415283343189
"CG2016",2.23044611186941,0.0295944451045893,0.778415283343189
"CG30089",2.25512438950543,0.030363366324408,0.778415283343189
"Prp40",1.73955935298584,0.0313705830447952,0.778415283343189
"CG12945",1.61816151256902,0.0313848115494272,0.778415283343189
"Mgat2",1.49517057629675,0.0321593190212538,0.778415283343189
"CG11007",2.22984895349691,0.0322855562519845,0.778415283343189
"RpL38",0.0033526160749889,0.0332392660373282,0.778415283343189
"CG12236",1.68548631925897,0.0335166317960817,0.778415283343189
"CG43367",1.47186296264926,0.0343936996059331,0.778415283343189
"CaMKII",0.260978900538481,0.0371916618351898,0.778415283343189
"Rph",1.864443199447,0.0388449836250267,0.778415283343189
"CG3104",2.17853978988632,0.040203280527328,0.778415283343189
"dbo",2.22884541180003,0.0406480115922572,0.778415283343189
"Ate1",1.32353697066641,0.0424988266298863,0.778415283343189
"Rox8",2.25676644644081,0.0445458585576371,0.778415283343189
"Hsp23",0.331806765285017,0.0452734082526231,0.778415283343189
"CG10347",2.25686334017784,0.0461404976609692,0.778415283343189
"asRNA:CR45270",1.52708995823563,0.0474042120821309,0.778415283343189
"IntS1",1.98039389480981,0.0477447390038983,0.778415283343189
"EMRE",0.32860948858251,0.052158689613411,0.778415283343189
"CG30423",0.336171048608249,0.054447142216481,0.778415283343189
"CG4612",0.322423658073912,0.0545302273195706,0.778415283343189
"Uba2",1.17806268943035,0.0555534940062803,0.778415283343189
"eEF2",0.328157266423954,0.0595319025977302,0.778415283343189
"Gnpnat",0.920256714312093,0.0615842164901009,0.778415283343189
"CG32206",0.921408786101629,0.0616226160137803,0.778415283343189
"Sf3b2",2.11852888926535,0.0631276919324892,0.778415283343189
"spir",1.47757600381273,0.0654238129086636,0.778415283343189
"RpL23",0.341056194609099,0.0660174920466381,0.778415283343189
"trus",0.917110354124277,0.0665169443012699,0.778415283343189
"Cr1a{}1700",2.22760869586181,0.0679720760647602,0.778415283343189
"CG7029",0.332638838884528,0.0680275976877219,0.778415283343189
"CDC50",0.882431298515544,0.069029095221356,0.778415283343189
"CG9135",1.12403630881877,0.069900997415694,0.778415283343189
"Kr-h2",1.02061421369297,0.0699403621180309,0.778415283343189
"hopper{}6534",0.362516062237661,0.0701252717493139,0.778415283343189
"crc",0.903302566466143,0.0722341821563568,0.778415283343189
"Eip63F-1",1.17086511147032,0.0723251504551581,0.778415283343189
"Plekhm1",0.918354346839771,0.0728480081630922,0.778415283343189
"Dp",1.16722377997387,0.0757048043352099,0.778415283343189
"RASSF8",0.754834875503218,0.0759421108743605,0.778415283343189
"Dgp-1",2.17895034682011,0.0779616427505031,0.778415283343189
"CG11638",0.985142583637086,0.0788176878997309,0.778415283343189
"EMC6",0.943189267383334,0.078853202985475,0.778415283343189
"fend",0.198307287794034,0.0790703953923888,0.778415283343189
"opus{}1033",2.13617093069976,0.0819109597661662,0.778415283343189
"CG10337",2.22721872403767,0.0834535905695934,0.778415283343189
"y",0.901759403134369,0.0842884700004926,0.778415283343189
"Prps",0.907396161496295,0.0845794132030419,0.778415283343189
"CG32813",2.25819753615977,0.0851098099079877,0.778415283343189
"HisCl1",2.22716230757451,0.0860326974247763,0.778415283343189
"Sms",1.0162300676644,0.0862423498198716,0.778415283343189
"jockey{}118",0.0223357519330198,0.0862584095694996,0.778415283343189
"Samtor",2.25826727026711,0.0882188572730513,0.778415283343189
"14-3-3epsilon",0.00304132174525856,0.0889174250281244,0.778415283343189
"kcc",0.211177173510348,0.0909336909021171,0.778415283343189
"CG1910",2.25832847119399,0.091044435392506,0.778415283343189
"hob",2.25832868043842,0.0910542512813953,0.778415283343189
